"Source","RelativePath","LengthBytes","Reason"
"shattered-galaxy","resource\interface\scene\unit_icon_small\doctrine_tie_crawler_00.tga","15964","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\doctrine_tie_in_00.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\doctrine_tie_st_x1_00.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ca_00.tga","15702","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ca_01.tga","15629","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ca_02.tga","15468","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ca_03.tga","15468","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_crawler_00.tga","15964","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_crawler_01.tga","15906","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_crawler_02.tga","15745","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_crawler_03.tga","15745","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_in_00.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_in_01.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_in_02.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_in_03.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ln_00.tga","15354","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ln_01.tga","15229","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ln_02.tga","15068","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ln_03.tga","15068","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_ln_scoutrun_00.tga","15354","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_mauler_00.tga","15538","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_mauler_01.tga","15417","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_mauler_02.tga","15256","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_mauler_03.tga","15256","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_sa_00.tga","15610","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_sa_01.tga","15540","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_sa_02.tga","15379","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_sa_03.tga","15379","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_sa_bombrun_00.tga","15610","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_st_x1_00.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_st_x1_01.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_st_x1_02.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\tie_st_x1_03.tga","21548","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\xwing_00.tga","15508","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\xwing_01.tga","15433","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\xwing_02.tga","15272","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\xwing_03.tga","15272","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\xwing_scoutrun_00.tga","15508","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\bombing\bomb-dropper_tie_ca","158","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\bombing\bomb-dropper_tie_sa","157","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\bombing\tie_ca_bomb_mp.ammo","164","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\bombing\tie_sa_bomb.ammo","161","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\bombing\tie_sa_bomb_mp.ammo","164","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\bombing\xwing_bomb_mp.ammo","161","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\gun_atgm\tie_2rocketlauncher","110","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\gun_atgm\tie_rocketlauncher","694","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\gun_blaster\30mm_xwing","471","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\gun_blaster\40mm_tie_in","209","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\gun_blaster\40mm_tie_ln","590","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\gun_blaster\40mm_tie_mauler","587","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\gun_blaster\85mm_tie_crawler","486","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\shell\tie_crawler_85mm.heat.ammo","244","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\shell\tie_ln_40mm.heat.ammo","284","TIE or X-wing path keyword"
"shattered-galaxy","resource\set\stuff\shell\xwing_30mm.he.ammo","349","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\engine.wav","1677476","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\engine_start.wav","335918","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\engine_stop.wav","335918","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\folder.set","62","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\move.wav","1677476","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\death\EXP_TIE_FIGHTER_1.WAV","180780","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\death\EXP_TIE_FIGHTER_2.WAV","232950","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\folder.set","54","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 0 0 0.wav","985900","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 1 0 0.wav","760364","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 10 0 0.wav","953900","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 11 0 0.wav","956460","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 12 0 0.wav","944684","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 13 0 0.wav","944044","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 14 0 0.wav","976940","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 15 0 0.wav","959788","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 16 0 0.wav","953004","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 17 0 0.wav","962604","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 18 0 0.wav","777772","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 19 0 0.wav","1145644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 2 0 0.wav","958252","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 3 0 0.wav","961580","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 4 0 0.wav","980012","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 5 0 0.wav","983852","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 6 0 0.wav","957996","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 7 0 0.wav","965676","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 8 0 0.wav","956204","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\flyby\SW02_Vehicles_TIEBomber_PassBy_01 9 0 0.wav","924204","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\folder.set","60","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_03.wav","90072","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_04.wav","61272","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_05.wav","55512","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_06.wav","79704","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_08.wav","63438","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_11.wav","95832","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_12.wav","45158","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_13.wav","61272","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_14.wav","113534","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_15.wav","68286","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_Assist_02.wav","58968","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_Assist_03.wav","93528","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_Assist_04.wav","93528","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_Lasers_01.wav","40536","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_Mass_Drivers_02.wav","65880","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_Special_02.wav","98136","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Attack_Torpedoes_02.wav","61272","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_02.wav","79704","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_05.wav","56078","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_06.wav","77400","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_08.wav","53208","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_10.wav","26712","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_11.wav","48600","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_12.wav","71640","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_14.wav","70658","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_15.wav","45144","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_Assist_05.wav","63576","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_Fleet_03.wav","66238","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Move_Fleet_05.wav","67032","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Select_04.wav","47448","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Select_06.wav","63576","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Select_07.wav","87768","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ca\spawnvoice\ZE_TIE_Interdictor_Select_13.wav","47448","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\engine.wav","1726380","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\engine_start.wav","279938","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\engine_stop.wav","279938","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\folder.set","62","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\move.wav","1726380","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\death\EXP_TIE_FIGHTER_1.WAV","180780","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\death\EXP_TIE_FIGHTER_2.WAV","232950","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\death\folder.set","60","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\folder.set","54","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 0 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 1 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 10 0 0.wav","921648","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 11 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 12 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 13 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 14 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 15 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 16 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 17 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 18 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 19 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 2 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 20 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 21 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 22 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 23 0 0.wav","921648","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 24 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 25 0 0.wav","921648","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 26 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 3 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 4 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 5 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 6 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 7 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 8 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_01 9 0 0.wav","921644","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 0 0 0.wav","548396","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 1 0 0.wav","394796","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 10 0 0.wav","817196","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 11 0 0.wav","420908","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 12 0 0.wav","540716","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 13 0 0.wav","540716","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 14 0 0.wav","705068","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 15 0 0.wav","606764","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 16 0 0.wav","609836","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 17 0 0.wav","560684","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 18 0 0.wav","529964","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 19 0 0.wav","534572","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 2 0 0.wav","583724","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 3 0 0.wav","517676","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 4 0 0.wav","524972","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 5 0 0.wav","473132","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 6 0 0.wav","711212","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 7 0 0.wav","497708","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 8 0 0.wav","445484","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_02 9 0 0.wav","520748","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 0 0 0.wav","548396","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 1 0 0.wav","711212","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 10 0 0.wav","524972","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 11 0 0.wav","606764","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 12 0 0.wav","473132","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 13 0 0.wav","497708","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 14 0 0.wav","445484","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 15 0 0.wav","586796","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 16 0 0.wav","420908","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 17 0 0.wav","540716","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 18 0 0.wav","583724","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 19 0 0.wav","540716","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 2 0 0.wav","609836","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 3 0 0.wav","534572","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 4 0 0.wav","520748","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 5 0 0.wav","817196","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 6 0 0.wav","517676","TIE or X-wing path keyword"
"shattered-galaxy","resource\sound\vehicle\airborne\tie_ln\flyby\SW01_Vehicles_TIE_PassBys_VAR_03 7 0 0.wav","705068","TIE or X-wing path keyword"
